,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
474,Head Above Water,Avril Lavigne,0.578,0.694,5,-5.351,1,0.0706,0.0112,0.0,0.102,0.268,129.921,audio_features,1N7YeVU0ZwAFbOhwM61ef6,spotify:track:1N7YeVU0ZwAFbOhwM61ef6,https://api.spotify.com/v1/tracks/1N7YeVU0ZwAFbOhwM61ef6,https://api.spotify.com/v1/audio-analysis/1N7YeVU0ZwAFbOhwM61ef6,220850,4
475,Solstice,TAVIA,0.483,0.209,8,-10.771,1,0.0324,0.777,0.0,0.114,0.184,78.248,audio_features,5Os0ngycjWDGDmIM6jWDN5,spotify:track:5Os0ngycjWDGDmIM6jWDN5,https://api.spotify.com/v1/tracks/5Os0ngycjWDGDmIM6jWDN5,https://api.spotify.com/v1/audio-analysis/5Os0ngycjWDGDmIM6jWDN5,247692,4
476,Humans,Rosie Carney,0.525,0.181,4,-12.198,1,0.0306,0.942,0.0003,0.101,0.152,109.167,audio_features,2YdRHgjajslnkmygNxuLVW,spotify:track:2YdRHgjajslnkmygNxuLVW,https://api.spotify.com/v1/tracks/2YdRHgjajslnkmygNxuLVW,https://api.spotify.com/v1/audio-analysis/2YdRHgjajslnkmygNxuLVW,265408,4
477,Front Porch,Joy Williams,0.567,0.224,1,-10.024,1,0.0299,0.887,0.0,0.109,0.2,124.44,audio_features,0XIUYBQlVNG1c5vjSQKCYU,spotify:track:0XIUYBQlVNG1c5vjSQKCYU,https://api.spotify.com/v1/tracks/0XIUYBQlVNG1c5vjSQKCYU,https://api.spotify.com/v1/audio-analysis/0XIUYBQlVNG1c5vjSQKCYU,231813,4
478,Are You Alright?,Ulrik Munther,0.385,0.0596,7,-22.701,1,0.0441,0.96,0.0491,0.276,0.318,58.568,audio_features,5Gi9PNrnsQHCnI5EYelkIG,spotify:track:5Gi9PNrnsQHCnI5EYelkIG,https://api.spotify.com/v1/tracks/5Gi9PNrnsQHCnI5EYelkIG,https://api.spotify.com/v1/audio-analysis/5Gi9PNrnsQHCnI5EYelkIG,280000,4
479,Lost,Dermot Kennedy,0.578,0.731,7,-5.966,0,0.0922,0.243,0.0,0.112,0.501,139.442,audio_features,57MUBmB0IhftnHLtlQK9JP,spotify:track:57MUBmB0IhftnHLtlQK9JP,https://api.spotify.com/v1/tracks/57MUBmB0IhftnHLtlQK9JP,https://api.spotify.com/v1/audio-analysis/57MUBmB0IhftnHLtlQK9JP,224306,4
480,7 Minutes,Dean Lewis,0.613,0.739,10,-6.478,1,0.0311,0.526,0.0,0.149,0.712,104.966,audio_features,2BkyYZmU4JuWW2sYi9EzpC,spotify:track:2BkyYZmU4JuWW2sYi9EzpC,https://api.spotify.com/v1/tracks/2BkyYZmU4JuWW2sYi9EzpC,https://api.spotify.com/v1/audio-analysis/2BkyYZmU4JuWW2sYi9EzpC,211453,4
481,Six Feet Under,Sara Phillips,0.482,0.24,9,-12.191,1,0.0311,0.937,6.16e-06,0.125,0.169,99.365,audio_features,33C5msfiMeXgIwdxbJz22u,spotify:track:33C5msfiMeXgIwdxbJz22u,https://api.spotify.com/v1/tracks/33C5msfiMeXgIwdxbJz22u,https://api.spotify.com/v1/audio-analysis/33C5msfiMeXgIwdxbJz22u,222090,1
482,Bleeding Out,Alyssa Wettlaufer,0.447,0.126,2,-19.511,1,0.0334,0.565,0.0,0.0762,0.109,131.324,audio_features,3jq9yDWO3QWrYGogN9kf2a,spotify:track:3jq9yDWO3QWrYGogN9kf2a,https://api.spotify.com/v1/tracks/3jq9yDWO3QWrYGogN9kf2a,https://api.spotify.com/v1/audio-analysis/3jq9yDWO3QWrYGogN9kf2a,250112,4
483,Grieving,Liz Bissonette,0.478,0.213,10,-7.733,1,0.0333,0.904,0.0,0.129,0.264,73.662,audio_features,1ykZSHabGHpaX7MQ1oJwZ2,spotify:track:1ykZSHabGHpaX7MQ1oJwZ2,https://api.spotify.com/v1/tracks/1ykZSHabGHpaX7MQ1oJwZ2,https://api.spotify.com/v1/audio-analysis/1ykZSHabGHpaX7MQ1oJwZ2,233848,4
484,Opposite Of Loving Me - Stripped,Etham,0.618,0.292,7,-10.826,0,0.0422,0.756,0.0,0.114,0.486,144.963,audio_features,4qMu6LIImRJVbxB70bdFJj,spotify:track:4qMu6LIImRJVbxB70bdFJj,https://api.spotify.com/v1/tracks/4qMu6LIImRJVbxB70bdFJj,https://api.spotify.com/v1/audio-analysis/4qMu6LIImRJVbxB70bdFJj,211760,4
485,Waiting Room - Demo,Grace Carter,0.638,0.25,4,-5.854,0,0.0403,0.865,0.0,0.11,0.319,98.367,audio_features,6jApoxmm4K0yhJlSBONwjz,spotify:track:6jApoxmm4K0yhJlSBONwjz,https://api.spotify.com/v1/tracks/6jApoxmm4K0yhJlSBONwjz,https://api.spotify.com/v1/audio-analysis/6jApoxmm4K0yhJlSBONwjz,193015,4
486,The Love You Left Behind,Michael Schulte,0.461,0.29,1,-7.999,1,0.0349,0.855,0.0,0.103,0.412,144.739,audio_features,60wa5J6SkXtBXHySQ3PoNB,spotify:track:60wa5J6SkXtBXHySQ3PoNB,https://api.spotify.com/v1/tracks/60wa5J6SkXtBXHySQ3PoNB,https://api.spotify.com/v1/audio-analysis/60wa5J6SkXtBXHySQ3PoNB,194547,4
487,I Lied to You,Janet Devlin,0.472,0.196,8,-10.46,1,0.0299,0.755,0.0,0.106,0.125,109.264,audio_features,2CP59wTi26D79uKS3ZBoBY,spotify:track:2CP59wTi26D79uKS3ZBoBY,https://api.spotify.com/v1/tracks/2CP59wTi26D79uKS3ZBoBY,https://api.spotify.com/v1/audio-analysis/2CP59wTi26D79uKS3ZBoBY,176072,4
488,Sometimes,Benjamin Francis Leftwich,0.681,0.385,1,-12.908,1,0.0282,0.608,1.94e-06,0.0987,0.364,107.993,audio_features,7FdrHE1t0x5CSOZNVx4PWH,spotify:track:7FdrHE1t0x5CSOZNVx4PWH,https://api.spotify.com/v1/tracks/7FdrHE1t0x5CSOZNVx4PWH,https://api.spotify.com/v1/audio-analysis/7FdrHE1t0x5CSOZNVx4PWH,234368,4
489,Let You Know,Sody,0.674,0.449,4,-6.706,0,0.0317,0.566,0.0,0.133,0.159,123.932,audio_features,76vWvM44jeCgBKryBaLcqe,spotify:track:76vWvM44jeCgBKryBaLcqe,https://api.spotify.com/v1/tracks/76vWvM44jeCgBKryBaLcqe,https://api.spotify.com/v1/audio-analysis/76vWvM44jeCgBKryBaLcqe,190072,4
490,Solo,Dan Berk,0.489,0.314,7,-9.245,0,0.0331,0.749,0.0,0.113,0.607,124.234,audio_features,4ptDJbJl35d7gQfeNteBwp,spotify:track:4ptDJbJl35d7gQfeNteBwp,https://api.spotify.com/v1/tracks/4ptDJbJl35d7gQfeNteBwp,https://api.spotify.com/v1/audio-analysis/4ptDJbJl35d7gQfeNteBwp,198713,4
491,Lonely Together,Sofia Karlberg,0.306,0.248,1,-11.211,1,0.0596,0.896,0.0,0.104,0.392,74.374,audio_features,1ophi6jCPs6FkGgUFYmhfQ,spotify:track:1ophi6jCPs6FkGgUFYmhfQ,https://api.spotify.com/v1/tracks/1ophi6jCPs6FkGgUFYmhfQ,https://api.spotify.com/v1/audio-analysis/1ophi6jCPs6FkGgUFYmhfQ,187795,4
492,1-800-273-8255,Reggii,0.62,0.138,7,-13.917,0,0.0439,0.909,0.0,0.111,0.363,120.362,audio_features,58FAvkrXMmpORoQZdxRELa,spotify:track:58FAvkrXMmpORoQZdxRELa,https://api.spotify.com/v1/tracks/58FAvkrXMmpORoQZdxRELa,https://api.spotify.com/v1/audio-analysis/58FAvkrXMmpORoQZdxRELa,273065,4
493,XO TOUR Llif3,Maygen Lacey,0.645,0.269,0,-8.296,1,0.0337,0.846,0.0,0.115,0.361,133.895,audio_features,6GDsT1ZjYeqJgrBIXSaXRG,spotify:track:6GDsT1ZjYeqJgrBIXSaXRG,https://api.spotify.com/v1/tracks/6GDsT1ZjYeqJgrBIXSaXRG,https://api.spotify.com/v1/audio-analysis/6GDsT1ZjYeqJgrBIXSaXRG,171473,4
494,Champion,Elina,0.65,0.171,6,-9.005,1,0.0519,0.921,0.0,0.127,0.284,119.522,audio_features,1z1mMZtZW0gvR9FSPc7JpJ,spotify:track:1z1mMZtZW0gvR9FSPc7JpJ,https://api.spotify.com/v1/tracks/1z1mMZtZW0gvR9FSPc7JpJ,https://api.spotify.com/v1/audio-analysis/1z1mMZtZW0gvR9FSPc7JpJ,173237,4
495,My Mistake,Gabrielle Aplin,0.476,0.255,6,-8.522,1,0.0338,0.792,0.0,0.114,0.12,145.67,audio_features,0UlguQTHxZSh4NKDMpQATl,spotify:track:0UlguQTHxZSh4NKDMpQATl,https://api.spotify.com/v1/tracks/0UlguQTHxZSh4NKDMpQATl,https://api.spotify.com/v1/audio-analysis/0UlguQTHxZSh4NKDMpQATl,264657,4
496,I Always Wanna Die (Sometimes),The 1975,0.376,0.473,4,-5.636,1,0.0325,0.00527,0.00162,0.123,0.0398,148.835,audio_features,3HPpOFmDibEO06Z2q4ZN5u,spotify:track:3HPpOFmDibEO06Z2q4ZN5u,https://api.spotify.com/v1/tracks/3HPpOFmDibEO06Z2q4ZN5u,https://api.spotify.com/v1/audio-analysis/3HPpOFmDibEO06Z2q4ZN5u,314663,4
497,Silence,Reggii,0.741,0.117,7,-12.427,0,0.049,0.931,0.000164,0.175,0.349,124.087,audio_features,5V0CRoCDeDpGTXZGWPTk3D,spotify:track:5V0CRoCDeDpGTXZGWPTk3D,https://api.spotify.com/v1/tracks/5V0CRoCDeDpGTXZGWPTk3D,https://api.spotify.com/v1/audio-analysis/5V0CRoCDeDpGTXZGWPTk3D,174838,4
498,I Still Know You,Jacob Lee,0.477,0.546,7,-6.893,1,0.0284,0.0735,0.0,0.0727,0.124,126.112,audio_features,0Bk7mrbKzHMTfmJrXAJ5Jg,spotify:track:0Bk7mrbKzHMTfmJrXAJ5Jg,https://api.spotify.com/v1/tracks/0Bk7mrbKzHMTfmJrXAJ5Jg,https://api.spotify.com/v1/audio-analysis/0Bk7mrbKzHMTfmJrXAJ5Jg,326162,4
499,Sin in Your Skin,Aidan Martin,0.486,0.267,7,-11.511,0,0.0535,0.869,0.0,0.156,0.21,75.664,audio_features,07O3JR3PRzTaNwYwNFpxDe,spotify:track:07O3JR3PRzTaNwYwNFpxDe,https://api.spotify.com/v1/tracks/07O3JR3PRzTaNwYwNFpxDe,https://api.spotify.com/v1/audio-analysis/07O3JR3PRzTaNwYwNFpxDe,237339,4
500,God I Hope This Year Is Better Than The Last,Various Artists,0.353,0.185,0,-12.557,1,0.0388,0.92,0.0244,0.106,0.175,118.467,audio_features,0xRO7EKgYKVB8zKIoiXMDD,spotify:track:0xRO7EKgYKVB8zKIoiXMDD,https://api.spotify.com/v1/tracks/0xRO7EKgYKVB8zKIoiXMDD,https://api.spotify.com/v1/audio-analysis/0xRO7EKgYKVB8zKIoiXMDD,236850,4
501,Thursday - Acoustic,Jess Glynne,0.542,0.316,2,-6.189,1,0.0374,0.795,0.0,0.096,0.58,140.869,audio_features,4pjNeKzXQcoYRdNDgdrwyR,spotify:track:4pjNeKzXQcoYRdNDgdrwyR,https://api.spotify.com/v1/tracks/4pjNeKzXQcoYRdNDgdrwyR,https://api.spotify.com/v1/audio-analysis/4pjNeKzXQcoYRdNDgdrwyR,241613,5
502,Golden Days - Live,Josh Savage,0.653,0.198,1,-10.538,1,0.0295,0.933,0.0,0.12,0.286,100.168,audio_features,5cBjZGgtUcX5gjnrswWF6h,spotify:track:5cBjZGgtUcX5gjnrswWF6h,https://api.spotify.com/v1/tracks/5cBjZGgtUcX5gjnrswWF6h,https://api.spotify.com/v1/audio-analysis/5cBjZGgtUcX5gjnrswWF6h,196213,4
503,Photograph,Royal Wood,0.536,0.264,2,-10.646,1,0.024,0.789,2.22e-05,0.145,0.17,81.118,audio_features,0CW81RHrf389cVuXrR8dun,spotify:track:0CW81RHrf389cVuXrR8dun,https://api.spotify.com/v1/tracks/0CW81RHrf389cVuXrR8dun,https://api.spotify.com/v1/audio-analysis/0CW81RHrf389cVuXrR8dun,230915,4
